,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,1.177875992510704,286170.86491087393,5984.671749999997,289.5259999999999,2030.6
1,3.2504092792851687,597383.3586556788,13606.187749999997,494.78199999999975,2263.38
2,5.901529761147383,866004.402981608,12529.334750000002,573.5469999999995,2234.36
3,7.669371842742944,605364.5161205268,22645.78125,608.0274999999996,1482.74
4,1.3904847923390655,306645.82598605176,7424.095249999997,314.9169999999998,2048.28
5,3.5825766627456312,644033.5086462031,12943.414749999996,519.3979999999997,2280.56
6,6.436379498320819,885466.7208487693,13678.808500000003,605.1124999999995,2207.26
7,7.828547281881146,609378.1783217922,23043.722,615.1969999999992,1477.96
8,1.4501884766769344,322813.81949388294,7554.115999999998,324.20899999999983,2063.94
9,3.8661285433784154,698745.0767148557,12226.532499999996,540.6494999999998,2349.58
10,6.65008048089793,870110.973500159,14082.678999999998,598.6669999999996,2183.14
11,8.711358766243645,560695.5711853285,25403.533,627.1714999999995,1331.78
