,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,3.742577618019319,44829.40408969801,1121.3967500000012,204.55250000000072,1966.92
1,24.780917700473754,215796.83494007864,2040.5370000000012,417.4520000000009,2337.08
2,84.38556343170104,586451.5946328554,3237.2322500000014,678.813000000001,2786.88
3,204.84865617392413,974009.9378991631,6877.360500000001,950.4220000000013,2851.62
4,5.823236087560605,57130.78318216674,1279.203750000002,233.68350000000058,2029.1
5,29.98116349689766,244544.95112382717,2170.3750000000014,459.148500000001,2408.26
6,99.85628616232387,675097.9361183908,3539.2095000000013,739.4455000000012,2878.58
7,218.3429038176272,940706.0966283929,8544.211749999999,993.0370000000016,2705.62
8,8.654474041046985,78859.77181153401,1373.2635000000018,262.0765000000007,2067.86
9,43.717377796192515,325691.3513782959,2652.503500000002,525.0690000000011,2518.48
10,131.1735154542046,786320.2957319351,4176.3640000000005,815.0850000000012,2951.96
11,249.4920912972832,974155.4835077622,9619.6355,1034.669500000002,2620.82
