,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,10.944553539523048,3605.695612766117,1340.036500000002,234.9885000000004,1963.8
1,26.277553560849906,21370.307924094217,2447.267500000003,413.94900000000075,2245.9
2,72.66455896853702,101411.0497193246,3385.1985000000022,585.019500000001,2561.12
3,224.10350995590707,380916.1473980023,4028.7120000000023,723.7975000000017,2941.8
4,13.478989231502641,7307.88698582278,1518.273500000002,226.8045000000006,2005.5
5,32.35139200989462,32884.546054264174,2580.4115000000024,374.80800000000073,2287.82
6,103.67225679398564,156961.67369035643,3587.188500000002,536.9785000000012,2665.66
7,275.5572701471703,478724.06379279646,4397.003500000003,679.8250000000022,3025.48
8,13.809058064580523,9098.54660286434,1721.7422500000023,221.41900000000055,2032.88
9,47.297784043693085,57707.8290353608,2763.313750000001,379.852000000001,2364.88
10,124.6220914231943,199694.76238663308,3664.2180000000026,501.42150000000123,2696.76
11,328.87367696484597,578857.0978259033,4694.572250000001,658.1295000000017,3110.24
