,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,2.308256721665743,13635.687027438442,945.5875000000015,298.73300000000023,1499.58
1,8.12247165192999,46709.57696465964,1865.513500000002,548.0180000000005,1780.78
2,30.26453059339019,165045.91051055334,2925.765750000002,844.8455000000006,2164.34
3,87.63354661415099,448191.76485912246,4051.513250000002,1104.9450000000004,2611.32
4,2.8334299983584468,16107.912642045914,1061.6725000000013,267.4555000000003,1503.64
5,12.08625787639043,69332.47964050868,1956.232750000002,517.0995000000004,1828.6
6,40.38400386374858,213659.31910998892,3205.588750000002,792.5350000000005,2250.04
7,120.51596362672633,567373.6636997625,4477.6730000000025,1042.0175000000004,2713.22
8,4.26053765177414,21268.212289810857,1207.4430000000018,266.3560000000004,1519.42
9,18.207766537319962,95531.00044415641,2157.460750000002,521.3000000000004,1892.98
10,60.98305060267112,292959.292117497,3426.9410000000025,788.2505000000008,2347.56
11,122.2638178335255,612722.2617706802,4539.4305,966.8315000000006,2697.94
