,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,0.5516401058526768,6109.836199205255,488.48,87.46600000000022,1254.5
1,1.4850772890586237,11185.770570646806,770.275,128.77150000000026,1331.4
2,3.8323181446663255,23534.541333658104,1151.62,194.76550000000032,1421.34
3,9.144512029837287,54712.93124395127,1684.505,268.1785000000003,1544.08
4,0.8078233143505946,7114.336036300976,512.085,93.72300000000024,1258.98
5,2.4960813108814155,14737.356663900313,854.77,154.0895000000002,1378.66
6,6.248963287395521,34427.415963361265,1373.36,243.3350000000004,1489.26
7,15.849494625807617,87752.48716303891,1924.645,356.19450000000046,1654.78
8,1.2662541953851827,7812.565300093993,566.09,97.66950000000023,1246.26
9,4.340821299407529,21330.882938880484,1062.065,179.69400000000033,1400.98
10,11.323235253849369,56072.57351381309,1561.685,290.6865000000005,1566.44
11,23.374508511655286,116485.88453936674,2229.895,396.12500000000045,1739.22
