,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,5.49948175348641,1178.0773562987272,729.2,148.15300000000033,1809.88
1,10.13358780016818,3907.1635341275974,1295.735,236.8035000000004,1962.64
2,18.908097854296926,11597.263776734906,1975.82,354.94000000000034,2126.42
3,33.34262327287212,33105.80744724833,2556.655,465.2140000000006,2340.9
4,5.133077866421272,1304.6874291323693,737.76,132.67600000000033,1809.2
5,13.050206036425738,5105.9420886853395,1375.18,211.70600000000042,1977.56
6,20.1684703186988,15772.521372076882,2132.52,318.3320000000008,2185.3
7,44.663721365221406,53800.33929403348,2727.37,416.4320000000009,2384.68
8,4.9726613330503096,1719.6166383642746,822.275,115.82800000000036,1792.04
9,13.966026662409915,7765.699445382032,1449.12,193.71500000000037,1977.38
10,28.621962130667413,28179.186880559828,2216.545,306.89600000000087,2215.52
11,56.08412221688842,72356.27583951777,3028.62,415.228500000001,2437.26
