,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP
0,3408.851605271145,342.6784371884355,899.8065411096452,5680.0840320044845,0.9900059902476063,0.9898724765469155,0.6586881158102389,189.14964219444505
1,3403.1951052711443,344.9297246884354,907.7707097311279,5565.812618027862,0.9911350391161386,0.9910010855960479,0.6595391539900491,189.93299294737935
2,3410.427605271146,342.4912899384353,897.6252991312466,5668.769021167126,0.9897335615667844,0.9895405861909197,0.6574516207415322,189.09770340990067
3,3399.9621052711445,344.21701668843554,903.574547074508,5516.091341078052,0.9914105632480328,0.9913029600688604,0.6593899948315333,189.61904648677037
4,3409.2931052711456,342.13923268843536,896.1399687595139,5649.644928734335,0.9910867099343443,0.9906101906919804,0.6589613756334793,188.79316860584325
5,3400.5156052711454,344.1174944384354,903.3473654252506,5526.077342943364,0.9905191846936856,0.9900300785532927,0.6585591659861033,189.46659471839587
6,3407.5661052711457,341.6093971884355,894.8459744022455,5644.999843217372,0.9885370400841144,0.9889155267100498,0.657579896712493,188.57190470121003
7,3402.1981052711453,344.2804536884355,903.6012235117195,5539.302096822137,0.9912303530494883,0.9906922436609754,0.6592928935679113,189.6454901573014
8,3408.6306052711448,342.09061918843554,896.4395626498276,5607.429903948518,0.9894969074470363,0.9888192553074014,0.6579843242118105,188.9281826134909
9,3399.618605271146,343.45968218843547,901.2301150620967,5527.443390380702,0.9893566488642489,0.9894292692983562,0.6579732161720415,189.066577748421
10,5931.099605271147,452.4361164384356,394.4248550591772,3224.0405428528634,0.9891841009809678,0.005556280679394471,0.0,291.36656819861423
11,5960.687605271146,444.97765268843534,386.6634851902974,3241.610877224334,0.9885175978060885,0.009209352604739724,0.0,289.5400952061339
12,6005.231605271147,454.30957218843565,396.3773259031966,3308.113259149515,0.9904875569032516,0.006320964084817403,0.0,295.0249121732002
13,5892.234105271146,444.1304039384355,385.82722628391764,3196.4713988007343,0.9880588643961026,0.008270802310465798,0.0,286.3229553107318
14,5929.250105271145,453.2504756884353,395.2907962061894,3217.9778381159354,0.9905260830540071,0.007297881675967209,0.0,292.00456739487726
15,5900.945105271147,445.6422086884354,387.306420340611,3201.9206887850487,0.9912080429141916,0.008765051995388667,0.0,288.11220555330414
16,5910.473605271149,454.0699524384356,396.13944828473143,3225.829430606896,0.9891265932617216,0.006544624636396232,0.0,291.2255794074745
17,5963.097105271145,446.76573168843555,388.4636602315887,3261.3281777202683,0.989106697662763,0.008827067744875175,0.0,290.03016271985086
18,6005.448605271144,454.60929943843547,396.6698935020803,3283.0634706914866,0.9895743067696573,0.007269538702520228,0.0,295.0732576260788
19,5855.878605271148,443.8526796884354,385.53418298071347,3154.384419283432,0.9905673056044058,0.008700241759729768,0.0,285.3699240761755
20,8221.321105271134,1252.1206684796036,1270.6116661521876,4883.250435998287,0.5556207506523961,0.006348210050882803,0.0,301.21494287688455
21,7697.010605271136,1085.7795827806322,1086.5126550701616,4215.369841647202,0.5548620692466093,0.008519730045062917,0.0,285.4233984092527
22,8193.410105271123,1102.16142486736,1115.4625690013395,4797.399251194953,0.5559525089939145,0.006814378356094535,3.3333333333333335e-05,301.79786887122236
23,7962.065105271139,1217.4753115543429,1249.843826784219,4212.772141538522,0.5513465688517808,0.008768799876999817,3.305785123966942e-05,290.60641420672766
24,8075.682605271133,1093.0335262859644,1108.9131981321843,4527.0595207403385,0.5559205125726485,0.006044216723846244,0.0,297.70680559818726
