,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,17.842019765799126,78039.50820895356,0.0,0.0,0.0
1,83.23332199100273,345537.445335092,0.0,0.0,0.0
2,161.84500501481406,703490.4671065594,0.0,0.0,0.0
3,257.7743660440777,1115799.203564356,0.0,0.0,0.0
4,29.88665305667733,126883.07746148059,0.0,0.0,0.0
5,94.90828368158637,425036.4031972459,0.0,0.0,0.0
6,210.63575630511315,896388.9081110562,0.0,0.0,0.0
7,312.19374349751024,1372993.2670079034,0.0,0.0,0.0
8,45.832054031599064,191610.35147338975,0.0,0.0,0.0
9,122.58457033456209,566094.7382586523,0.0,0.0,0.0
10,251.33065822502584,1083469.7030553932,0.0,0.0,0.0
11,363.2515680712755,1605230.8896572343,0.0,0.0,0.0
