,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,3053.1568531837424,70.29131243169924,4.554581565851071,209.82224453997944,0.14509108931841927,0.04495244650279027,0.014165251435151228,46.76078231523303,0.0
