,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,0.7770308793697285,511.3661670787852,614.895,98.40350000000036,1732.0
1,1.9111461944132209,1966.1917928493224,1037.03,136.5370000000005,1812.84
2,4.768779609180762,6019.005360250551,1584.275,186.72100000000057,1906.44
3,14.186923798464012,20797.174817673036,2187.635,258.9240000000008,2018.32
4,0.939698278641062,637.7561448534965,624.515,102.79950000000032,1759.26
5,2.2821442586559617,2379.4873487187156,1163.055,143.5090000000005,1855.9
6,8.412609644405414,10574.282452633115,1869.265,215.89050000000069,1991.5
7,25.24694331512964,39741.75986783115,2451.87,281.2610000000008,2104.2
8,1.456154299982847,906.9134923466112,680.22,101.61650000000036,1743.48
9,5.124609825237314,4904.248080492226,1265.945,157.68450000000055,1884.88
10,14.422802676489564,19860.482235755677,1946.91,239.27600000000078,2040.18
11,36.60199908262441,56718.193553286,2685.235,303.72800000000103,2184.58
