,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,11.190002967330015,84228.45773880348,0.0,0.0,0.0
1,73.28298630334677,435302.53553029837,0.0,0.0,0.0
2,162.51338323711656,918087.8677954338,0.0,0.0,0.0
3,270.8260866588353,1483163.5568657524,0.0,0.0,0.0
4,24.20833638020596,150778.2327176201,0.0,0.0,0.0
5,103.96633038182145,636735.8026077088,0.0,0.0,0.0
6,225.10735563366705,1276393.3717446043,0.0,0.0,0.0
7,363.653024539735,1998422.291455188,0.0,0.0,0.0
8,51.40619886929745,279764.51235161274,0.0,0.0,0.0
9,138.1749485913566,819824.9956288273,0.0,0.0,0.0
10,277.4795715021226,1514324.7659197983,0.0,0.0,0.0
11,408.0220185114958,2350780.6519641797,0.0,0.0,0.0
