,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,1.1396444736238984,17211.059484134188,662.155,131.56300000000041,1825.06
1,3.804993264564686,46670.63669567096,1075.14,217.8455000000007,1968.2
2,12.76203087236614,117817.19217962486,1579.585,318.13400000000087,2161.28
3,35.49786077864748,291985.6132138969,2234.475,479.7505000000011,2458.04
4,1.2042777472845534,18642.948979164095,725.075,129.53100000000032,1843.2
5,4.751741700453043,50949.663720731456,1134.235,219.6245000000007,2003.34
6,17.728804542107163,140517.11342066145,1858.495,352.342000000001,2233.6
7,43.12733661400866,337863.4441239068,2445.265,516.8620000000011,2530.32
8,1.5935982316343515,18341.431104856823,689.68,137.8515000000004,1847.22
9,6.650849620839958,61096.347434765,1212.64,237.77900000000062,2038.06
10,21.994061542087838,184861.95116777235,1995.52,391.56900000000087,2306.26
11,50.5514725389238,376212.0323818011,2708.365,563.049000000001,2580.42
