,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP
0,3408.851605271145,342.6784371884355,771.4583992968342,5240.482057560432,0.9627894132915051,0.9641999288196961,0.6424703278374723,189.14964219444505
1,3403.1951052711443,344.9297246884354,779.2471166505005,5126.679815857617,0.9662587347715476,0.9667067492014576,0.6434673126146865,189.93299294737935
2,3408.067105271146,341.3568279384353,765.4848568838975,5179.438721121689,0.9643972442702726,0.9642671408522159,0.6412847891062191,188.47134291046305
3,3402.637605271144,344.3738859384355,775.7104329903918,5115.095488590427,0.9664541244419068,0.9660596010421014,0.6428464344263307,189.62353630005455
4,5931.099605271147,452.4361164384356,375.3944822402378,3174.220542852863,0.9732358460947025,6.863656146706973e-05,0.0,291.36656819861423
5,5960.687605271146,444.97765268843534,367.60401202211114,3191.610877224334,0.9741619828999325,0.00013080928262013637,0.0,289.5400952061339
6,5955.417605271146,453.7677394384356,376.7419837347108,3216.2490733926634,0.9767868695980026,9.522423648288134e-05,0.0,292.87079440133584
7,5911.375105271148,445.41595143843546,368.05004219508925,3176.4975822436168,0.9756779810647275,3.552397868561279e-05,0.0,288.4017711951173
8,4364.504105271144,306.7724254384351,329.7794772309312,1833.8996299264506,0.9194207524179909,0.8677596691961227,0.5471350635732614,186.7800833517797
9,4303.957105271144,305.41492793843526,328.87380137760965,1803.4189308515624,0.9166861645973674,0.8651185963600483,0.5462752650417597,184.81764925671806
10,4361.572605271144,303.6566174384352,325.60880922195685,1834.0426753409004,0.9228259926312884,0.868951871975585,0.5450910315184598,185.73875818963276
11,4313.218105271146,304.74480993843525,326.7176076783825,1794.123173525682,0.9187740304995056,0.865365361792758,0.5444976042470581,185.07716568344958
12,3998.955605271144,326.88850368843543,249.56396136041664,1139.3199528171403,0.988797781971675,0.0,0.0,185.030530363732
13,3976.225605271143,325.6214389384352,247.98023281083044,1116.863113220393,0.9877766409726615,3.231017770597738e-05,0.0,184.18217755747378
14,4007.4976052711463,327.6721229384354,250.4342142574959,1146.392954855992,0.9872702854348363,0.0,0.0,185.72408944766335
15,3979.3606052711457,325.5904451884353,248.03786147088468,1124.3226598973908,0.9868998647244274,0.0,0.0,184.2016565385045
16,4002.80710527115,333.2659966884353,255.96703251704596,1163.7486173927455,0.9933468466679115,0.0,0.0,188.37560413722818
17,3992.500605271148,331.30155993843533,253.74016320391522,1152.437665265231,0.9919240319074332,0.0,0.0,187.28942168955527
18,4007.5851052711478,334.00749943843533,256.8164664936204,1169.7623171878936,0.9933624032254685,0.0,0.0,188.73636699077989
19,3994.6591052711474,332.7539699384354,255.2562501563463,1151.6498712179018,0.9930814371713059,0.0,0.0,187.95739633968068
20,5209.394605271144,377.57705418843494,277.6296991754241,2448.707881751672,0.9909099238779581,0.8561729656806637,0.026439689707636632,240.3030842147938
21,5251.523105271142,370.2164934384349,270.2238269231153,2493.592342805696,0.9914092391356302,0.8633288119169561,0.02403251572209557,237.79352115353103
22,5326.398105271148,379.1952356884351,279.2179556533316,2545.115116620709,0.9915292834818635,0.8577997676679905,0.02498665328561281,244.75437935873205
23,5202.395605271146,371.5059854384351,271.60527683093363,2431.889926375091,0.9906086349798447,0.8647545176813654,0.025347286167005392,237.28421733720535
24,3728.246105271146,329.6215161884354,326.34016018466514,893.918825106907,0.9814916243739121,0.965259374588419,0.6152483382254544,188.451408880665
25,3725.1386052711487,328.62583968843546,324.68296216707813,884.5508661731919,0.9804290246418078,0.9644742211248252,0.616148431559911,187.8651101241532
26,3722.6026052711477,329.3686384384353,326.3767685650197,891.7336701510857,0.9802355949063223,0.9646528814931294,0.6167276962923294,188.1490153761878
27,3716.884105271148,327.88522243843545,323.8499211383217,882.5840117247056,0.9803521111334242,0.9638734402692887,0.6145363128134091,187.3820394528418
28,5545.063105271148,411.41954093843526,306.420894613221,2780.1607987150182,0.9628932802558522,0.022389667156479862,0.0,263.455664084474
29,5540.187605271149,408.32404918843514,303.2826189317173,2760.246282895059,0.9642102269444525,0.01798029426783382,0.0,262.7104452724566
30,5582.019105271146,412.66759568843503,307.6630045846351,2800.523848614801,0.9625213795019583,0.02231729718216083,0.0,266.117767848832
31,5490.228605271147,408.2149144384353,303.1137285073519,2732.818256072465,0.9670197545346771,0.019617527026590892,0.0,260.35726871733016
32,5645.012105271149,438.073733438435,330.2800798859444,2859.9388949547383,0.9840462597668288,0.5679797053901681,0.028808720164154037,279.91530401931914
33,5579.009105271149,427.32467093843513,319.47030623443914,2799.233651531208,0.9841225351259426,0.5755834212719925,0.028013070680914055,273.42033453558224
34,5574.135605271146,438.676698188435,330.9316386217047,2788.8508590160154,0.9834389708106837,0.5672582845572864,0.025953367394996922,277.28529001329827
35,5549.309105271148,425.9460326884353,318.17385463141585,2763.5782566046564,0.9840738946722836,0.574948058879995,0.02998161459884368,271.7693030638824
