,Robustness,Stability 1,Stability 2,Stability 3,Stability 4
0,0.3885291386110638,201.28334695696455,562.738249999998,115.07150000000051,1682.4
1,0.5157528330619123,287.73139779409735,664.4754999999949,118.5145000000006,1689.66
2,0.42503135868566594,276.6655275022483,806.021999999989,123.50550000000052,1699.14
3,0.5596708692482903,341.75366373880337,989.1504999999847,132.57100000000057,1715.64
4,0.4140356558704727,251.86897841708856,644.909500000005,120.64050000000057,1686.58
5,0.6833093426065776,389.5271592810485,983.6930000000132,124.39300000000055,1701.82
6,0.8715550277381037,589.6302432419823,1399.3400000000206,143.2070000000007,1735.36
7,1.0263210369643123,813.5503444098583,1809.9475000000277,167.17400000000077,1756.78
